Archivo,Fecha,Etiqueta_binaria,Etiqueta_multiple
f2p2img0417,2025-05-09,saludable,saludable
f2p2img0418,2025-05-09,saludable,saludable
f2p2img0419,2025-05-09,saludable,saludable
f2p2img0420,2025-05-09,saludable,saludable
f2p2img0421,2025-05-09,enfermo,roya_nivel_2
f2p2img0422,2025-05-09,saludable,saludable
f2p2img0423,2025-05-09,enfermo,roya_nivel_2
f2p2img0424,2025-05-09,saludable,saludable
f2p2img0425,2025-05-09,enfermo,roya_nivel_1
f2p2img0426,2025-05-09,saludable,saludable
f2p2img0427,2025-05-09,enfermo,roya_nivel_1
f2p2img0428,2025-05-09,saludable,saludable
f2p2img0429,2025-05-09,saludable,saludable
f2p2img0430,2025-05-09,enfermo,roya_nivel_1
f2p2img0431,2025-05-09,saludable,saludable
f2p2img0432,2025-05-09,enfermo,roya_nivel_2
f2p2img0433,2025-05-09,enfermo,roya_nivel_2
f2p2img0434,2025-05-09,saludable,saludable
f2p2img0435,2025-05-09,enfermo,roya_nivel_1
f2p2img0436,2025-05-09,saludable,saludable
f2p2img0437,2025-05-09,saludable,saludable
f2p2img0438,2025-05-09,enfermo,roya_nivel_1
f2p2img0439,2025-05-09,saludable,saludable
f2p2img0440,2025-05-09,enfermo,roya_nivel_1
f2p2img0441,2025-05-09,enfermo,roya_nivel_1
f2p2img0442,2025-05-09,enfermo,roya_nivel_1
f2p2img0443,2025-05-09,enfermo,roya_nivel_1
f2p2img0444,2025-05-09,saludable,saludable
f2p2img0445,2025-05-09,enfermo,roya_nivel_3
f2p2img0446,2025-05-09,saludable,saludable
f2p2img0447,2025-05-09,enfermo,roya_nivel_2
f2p2img0448,2025-05-09,saludable,saludable
f2p2img0449,2025-05-09,enfermo,roya_nivel_1
f2p2img0450,2025-05-09,saludable,saludable
f2p2img0451,2025-05-10,enfermo,roya_nivel_1
f2p2img0452,2025-05-10,saludable,saludable
f2p2img0453,2025-05-10,enfermo,roya_nivel_1
f2p2img0454,2025-05-10,saludable,saludable
f2p2img0455,2025-05-10,enfermo,roya_nivel_1
f2p2img0456,2025-05-10,saludable,saludable
f2p2img0457,2025-05-10,enfermo,roya_nivel_2
f2p2img0458,2025-05-10,saludable,saludable
f2p2img0459,2025-05-10,enfermo,roya_nivel_1
f2p2img0460,2025-05-10,saludable,saludable
f2p2img0461,2025-05-10,enfermo,roya_nivel_1
f2p2img0462,2025-05-10,saludable,saludable
f2p2img0463,2025-05-10,enfermo,roya_nivel_1
f2p2img0464,2025-05-10,saludable,saludable
f2p2img0465,2025-05-10,enfermo,roya_nivel_3
f2p2img0466,2025-05-10,saludable,saludable
f2p2img0467,2025-05-10,enfermo,roya_nivel_2
f2p2img0468,2025-05-10,saludable,saludable
f2p2img0469,2025-05-10,saludable,saludable
f2p2img0470,2025-05-10,enfermo,roya_nivel_4
f2p2img0471,2025-05-10,enfermo,roya_nivel_2
f2p2img0472,2025-05-10,saludable,saludable
f2p2img0473,2025-05-10,saludable,saludable
f2p2img0474,2025-05-10,enfermo,roya_nivel_2
f2p2img0475,2025-05-10,enfermo,roya_nivel_4
f2p2img0476,2025-05-10,saludable,saludable
f2p2img0477,2025-05-10,saludable,saludable
f2p2img0478,2025-05-10,enfermo,roya_nivel_4
f2p2img0479,2025-05-10,enfermo,roya_nivel_1
f2p2img0480,2025-05-10,saludable,saludable
f2p2img0481,2025-05-10,enfermo,roya_nivel_4
f2p2img0482,2025-05-10,saludable,saludable
f2p2img0483,2025-05-10,saludable,saludable
f2p2img0484,2025-05-10,enfermo,roya_nivel_1
f2p2img0485,2025-05-10,enfermo,roya_nivel_1
f2p2img0486,2025-05-10,saludable,saludable
f2p2img0487,2025-05-10,saludable,saludable
f2p2img0488,2025-05-10,enfermo,roya_nivel_1
f2p2img0489,2025-05-10,enfermo,roya_nivel_3
f2p2img0490,2025-05-10,enfermo,roya_nivel_2
f2p2img0491,2025-05-10,saludable,saludable
f2p2img0492,2025-05-10,enfermo,roya_nivel_2
f2p2img0493,2025-05-10,saludable,saludable
f2p2img0494,2025-05-10,saludable,saludable
f2p2img0495,2025-05-10,enfermo,roya_nivel_2
f2p2img0496,2025-05-10,saludable,saludable
f2p2img0497,2025-05-10,saludable,saludable
f2p2img0498,2025-05-10,enfermo,roya_nivel_2
f2p2img0499,2025-05-10,enfermo,roya_nivel_2
f2p2img0500,2025-05-10,saludable,saludable
f2p2img0501,2025-05-11,enfermo,roya_nivel_1
f2p2img0502,2025-05-11,saludable,saludable
f2p2img0503,2025-05-11,saludable,saludable
f2p2img0504,2025-05-11,enfermo,roya_nivel_2
f2p2img0505,2025-05-11,enfermo,roya_nivel_1
f2p2img0506,2025-05-11,enfermo,roya_nivel_1
f2p2img0507,2025-05-11,saludable,saludable
f2p2img0508,2025-05-11,saludable,saludable
f2p2img0509,2025-05-11,saludable,saludable
f2p2img0510,2025-05-11,enfermo,roya_nivel_4
f2p2img0511,2025-05-11,enfermo,roya_nivel_3
f2p2img0512,2025-05-11,saludable,saludable
f2p2img0513,2025-05-11,saludable,saludable
f2p2img0514,2025-05-11,enfermo,roya_nivel_3
f2p2img0515,2025-05-11,enfermo,roya_nivel_3
f2p2img0516,2025-05-11,saludable,saludable
f2p2img0517,2025-05-11,saludable,saludable
f2p2img0518,2025-05-11,enfermo,roya_nivel_3
f2p2img0519,2025-05-11,enfermo,roya_nivel_2
f2p2img0520,2025-05-11,saludable,saludable
f2p2img0521,2025-05-11,saludable,saludable
f2p2img0522,2025-05-11,saludable,saludable
f2p2img0523,2025-05-11,enfermo,roya_nivel_1
f2p2img0524,2025-05-11,saludable,saludable
f2p2img0525,2025-05-11,saludable,saludable
f2p2img0526,2025-05-11,enfermo,roya_nivel_1
f2p2img0527,2025-05-11,enfermo,roya_nivel_1
f2p2img0528,2025-05-11,saludable,saludable
f2p2img0529,2025-05-11,enfermo,roya_nivel_1
f2p2img0530,2025-05-11,saludable,saludable
f2p2img0531,2025-05-11,saludable,saludable
f2p2img0532,2025-05-11,enfermo,roya_nivel_1
f2p2img0533,2025-05-11,saludable,saludable
f2p2img0534,2025-05-11,enfermo,roya_nivel_1
f2p2img0535,2025-05-11,enfermo,roya_nivel_1
f2p2img0536,2025-05-11,saludable,saludable
f2p2img0537,2025-05-11,saludable,saludable
f2p2img0538,2025-05-11,saludable,saludable
f2p2img0539,2025-05-11,enfermo,roya_nivel_1
f2p2img0540,2025-05-11,enfermo,roya_nivel_2
f2p2img0541,2025-05-11,saludable,saludable
f2p2img0542,2025-05-11,enfermo,roya_nivel_2
f2p2img0543,2025-05-11,saludable,saludable
f2p2img0544,2025-05-11,saludable,saludable
f2p2img0545,2025-05-11,enfermo,roya_nivel_4
f2p2img0546,2025-05-11,enfermo,roya_nivel_1
f2p2img0547,2025-05-11,saludable,saludable
f2p2img0548,2025-05-11,enfermo,roya_nivel_2
f2p2img0549,2025-05-11,saludable,saludable
f2p2img0550,2025-05-12,enfermo,roya_nivel_1
f2p2img0551,2025-05-12,enfermo,roya_nivel_1
f2p2img0552,2025-05-12,saludable,saludable
f2p2img0553,2025-05-12,enfermo,roya_nivel_2
f2p2img0554,2025-05-12,enfermo,roya_nivel_4
f2p2img0555,2025-05-12,saludable,saludable
f2p2img0556,2025-05-12,saludable,saludable
f2p2img0557,2025-05-12,enfermo,roya_nivel_1
f2p2img0558,2025-05-12,enfermo,roya_nivel_1
f2p2img0559,2025-05-12,saludable,saludable
f2p2img0560,2025-05-12,enfermo,roya_nivel_3
f2p2img0561,2025-05-12,saludable,saludable
f2p2img0562,2025-05-12,saludable,saludable
f2p2img0563,2025-05-12,enfermo,roya_nivel_1
f2p2img0564,2025-05-12,enfermo,roya_nivel_3
f2p2img0565,2025-05-12,saludable,saludable
f2p2img0566,2025-05-12,saludable,saludable
f2p2img0567,2025-05-12,enfermo,roya_nivel_4
f2p2img0568,2025-05-12,enfermo,roya_nivel_1
f2p2img0569,2025-05-12,saludable,saludable
f2p2img0570,2025-05-12,saludable,saludable
f2p2img0571,2025-05-12,enfermo,roya_nivel_1
f2p2img0572,2025-05-12,saludable,saludable
f2p2img0573,2025-05-12,enfermo,roya_nivel_4
f2p2img0574,2025-05-12,enfermo,roya_nivel_1
f2p2img0575,2025-05-12,saludable,saludable
f2p2img0576,2025-05-12,saludable,saludable
f2p2img0577,2025-05-12,enfermo,roya_nivel_2
f2p2img0578,2025-05-12,saludable,saludable
f2p2img0579,2025-05-12,enfermo,roya_nivel_2
f2p2img0580,2025-05-12,saludable,saludable
f2p2img0581,2025-05-12,enfermo,roya_nivel_2
f2p2img0582,2025-05-12,saludable,saludable
f2p2img0583,2025-05-12,saludable,saludable
f2p2img0584,2025-05-12,enfermo,roya_nivel_3
f2p2img0585,2025-05-12,enfermo,roya_nivel_1
f2p2img0586,2025-05-12,saludable,saludable
f2p2img0587,2025-05-12,saludable,saludable
f2p2img0588,2025-05-12,saludable,saludable
f2p2img0589,2025-05-12,enfermo,roya_nivel_2
f2p2img0590,2025-05-12,enfermo,roya_nivel_1
f2p2img0591,2025-05-12,saludable,saludable
f2p2img0592,2025-05-12,enfermo,roya_nivel_2
f2p2img0593,2025-05-12,saludable,saludable
f2p2img0594,2025-05-12,saludable,saludable
f2p2img0595,2025-05-12,enfermo,roya_nivel_2
f2p2img0596,2025-05-12,saludable,saludable
f2p2img0597,2025-05-12,saludable,saludable
f2p2img0598,2025-05-12,enfermo,roya_nivel_1
f2p2img0599,2025-05-13,saludable,saludable
f2p2img0600,2025-05-13,enfermo,roya_nivel_2
f2p2img0601,2025-05-13,enfermo,roya_nivel_2
f2p2img0602,2025-05-13,enfermo,roya_nivel_3
f2p2img0603,2025-05-13,saludable,saludable
f2p2img0604,2025-05-13,saludable,saludable
f2p2img0605,2025-05-13,enfermo,roya_nivel_1
f2p2img0606,2025-05-13,enfermo,roya_nivel_1
f2p2img0607,2025-05-13,saludable,saludable
f2p2img0608,2025-05-13,saludable,saludable
f2p2img0609,2025-05-13,enfermo,roya_nivel_1
f2p2img0610,2025-05-13,saludable,saludable
f2p2img0611,2025-05-13,saludable,saludable
f2p2img0612,2025-05-13,enfermo,roya_nivel_1
f2p2img0613,2025-05-13,enfermo,roya_nivel_2
f2p2img0614,2025-05-13,saludable,saludable
f2p2img0615,2025-05-13,saludable,saludable
f2p2img0616,2025-05-13,enfermo,roya_nivel_2
f2p2img0617,2025-05-13,enfermo,roya_nivel_1
f2p2img0618,2025-05-13,saludable,saludable
f2p2img0619,2025-05-13,enfermo,roya_nivel_1
f2p2img0620,2025-05-13,enfermo,roya_nivel_1
f2p2img0621,2025-05-13,saludable,saludable
f2p2img0622,2025-05-13,saludable,saludable
f2p2img0623,2025-05-13,enfermo,roya_nivel_2
f2p2img0624,2025-05-13,enfermo,roya_nivel_1
f2p2img0625,2025-05-13,saludable,saludable
f2p2img0626,2025-05-13,saludable,saludable
f2p2img0627,2025-05-13,enfermo,roya_nivel_1
f2p2img0628,2025-05-13,enfermo,roya_nivel_3
f2p2img0629,2025-05-13,saludable,saludable
f2p2img0630,2025-05-13,enfermo,roya_nivel_4
f2p2img0631,2025-05-13,saludable,saludable
f2p2img0632,2025-05-13,enfermo,roya_nivel_1
f2p2img0633,2025-05-13,enfermo,roya_nivel_3
f2p2img0634,2025-05-13,saludable,saludable
f2p2img0635,2025-05-13,saludable,saludable
f2p2img0636,2025-05-13,enfermo,roya_nivel_2
f2p2img0637,2025-05-13,saludable,saludable
f2p2img0638,2025-05-13,enfermo,roya_nivel_2
f2p2img0639,2025-05-13,enfermo,roya_nivel_2
f2p2img0640,2025-05-14,saludable,saludable
f2p2img0641,2025-05-14,saludable,saludable
f2p2img0642,2025-05-14,enfermo,roya_nivel_1
f2p2img0643,2025-05-14,saludable,saludable
f2p2img0644,2025-05-14,enfermo,roya_nivel_1
f2p2img0645,2025-05-14,enfermo,roya_nivel_1
f2p2img0646,2025-05-14,enfermo,roya_nivel_2
f2p2img0647,2025-05-14,enfermo,roya_nivel_1
f2p2img0648,2025-05-14,saludable,saludable
f2p2img0649,2025-05-14,enfermo,roya_nivel_1
f2p2img0650,2025-05-14,saludable,saludable
f2p2img0651,2025-05-14,saludable,saludable
f2p2img0652,2025-05-14,enfermo,roya_nivel_1
f2p2img0653,2025-05-14,enfermo,roya_nivel_2
f2p2img0654,2025-05-14,saludable,saludable
f2p2img0655,2025-05-14,saludable,saludable
f2p2img0656,2025-05-14,enfermo,roya_nivel_1
f2p2img0657,2025-05-14,enfermo,roya_nivel_1
f2p2img0658,2025-05-14,saludable,saludable
f2p2img0659,2025-05-14,saludable,saludable
f2p2img0660,2025-05-14,enfermo,roya_nivel_1
f2p2img0661,2025-05-14,saludable,saludable
f2p2img0662,2025-05-14,enfermo,roya_nivel_1
f2p2img0663,2025-05-14,enfermo,roya_nivel_3
f2p2img0664,2025-05-14,saludable,saludable
f2p2img0665,2025-05-14,saludable,saludable
f2p2img0666,2025-05-14,enfermo,roya_nivel_1
f2p2img0667,2025-05-14,enfermo,roya_nivel_2
f2p2img0668,2025-05-14,saludable,saludable
f2p2img0669,2025-05-14,saludable,saludable
f2p2img0670,2025-05-14,enfermo,roya_nivel_1
f2p2img0671,2025-05-14,enfermo,roya_nivel_3
f2p2img0672,2025-05-14,saludable,saludable
f2p2img0673,2025-05-14,saludable,saludable
f2p2img0674,2025-05-14,saludable,saludable
f2p2img0675,2025-05-14,enfermo,roya_nivel_1
f2p2img0676,2025-05-14,saludable,saludable
f2p2img0677,2025-05-14,enfermo,roya_nivel_1
f2p2img0678,2025-05-14,enfermo,roya_nivel_1
f2p2img0679,2025-05-14,saludable,saludable
f2p2img0680,2025-05-14,saludable,saludable
f2p2img0681,2025-05-14,saludable,saludable
f2p2img0682,2025-05-14,saludable,saludable
f2p2img0683,2025-05-14,saludable,saludable
f2p2img0684,2025-05-14,enfermo,roya_nivel_2
f2p2img0685,2025-05-14,saludable,saludable
f2p2img0686,2025-05-14,saludable,saludable
f2p2img0687,2025-05-14,enfermo,roya_nivel_1
f2p2img0688,2025-05-14,enfermo,roya_nivel_2
f2p2img0689,2025-05-15,saludable,saludable
f2p2img0690,2025-05-15,saludable,saludable
f2p2img0691,2025-05-15,enfermo,roya_nivel_1
f2p2img0692,2025-05-15,enfermo,roya_nivel_1
f2p2img0693,2025-05-15,saludable,saludable
f2p2img0694,2025-05-15,enfermo,roya_nivel_1
f2p2img0695,2025-05-15,saludable,saludable
f2p2img0696,2025-05-15,enfermo,roya_nivel_1
f2p2img0697,2025-05-15,saludable,saludable
f2p2img0698,2025-05-15,saludable,saludable
f2p2img0699,2025-05-15,enfermo,roya_nivel_2
f2p2img0700,2025-05-15,enfermo,roya_nivel_2
f2p2img0701,2025-05-15,saludable,saludable
f2p2img0702,2025-05-15,saludable,saludable
f2p2img0703,2025-05-15,enfermo,roya_nivel_1
f2p2img0704,2025-05-15,enfermo,roya_nivel_2
f2p2img0705,2025-05-15,saludable,saludable
f2p2img0706,2025-05-15,saludable,saludable
f2p2img0707,2025-05-15,enfermo,roya_nivel_1
f2p2img0708,2025-05-15,enfermo,roya_nivel_1
f2p2img0709,2025-05-15,enfermo,roya_nivel_1
f2p2img0710,2025-05-15,saludable,saludable
f2p2img0711,2025-05-15,saludable,saludable
f2p2img0712,2025-05-15,saludable,saludable
f2p2img0713,2025-05-15,enfermo,roya_nivel_1
f2p2img0714,2025-05-15,saludable,saludable
f2p2img0715,2025-05-15,enfermo,roya_nivel_2
f2p2img0716,2025-05-15,enfermo,roya_nivel_1
f2p2img0717,2025-05-15,saludable,saludable
f2p2img0718,2025-05-15,enfermo,roya_nivel_1
f2p2img0719,2025-05-15,saludable,saludable
f2p2img0720,2025-05-15,saludable,saludable
f2p2img0721,2025-05-15,enfermo,roya_nivel_2
f2p2img0722,2025-05-15,enfermo,roya_nivel_1
f2p2img0723,2025-05-15,enfermo,roya_nivel_2
f2p2img0724,2025-05-15,saludable,saludable
f2p2img0725,2025-05-15,saludable,saludable
f2p2img0726,2025-05-15,saludable,saludable
f2p2img0727,2025-05-15,enfermo,roya_nivel_4
f2p2img0728,2025-05-15,enfermo,roya_nivel_1
f2p2img0729,2025-05-15,saludable,saludable
f2p2img0730,2025-05-16,saludable,saludable
f2p2img0731,2025-05-16,enfermo,roya_nivel_1
f2p2img0732,2025-05-16,enfermo,roya_nivel_2
f2p2img0733,2025-05-16,saludable,saludable
f2p2img0734,2025-05-16,enfermo,roya_nivel_2
f2p2img0735,2025-05-16,saludable,saludable
f2p2img0736,2025-05-16,saludable,saludable
f2p2img0737,2025-05-16,enfermo,roya_nivel_2
f2p2img0738,2025-05-16,enfermo,roya_nivel_3
f2p2img0739,2025-05-16,saludable,saludable
f2p2img0740,2025-05-16,saludable,saludable
f2p2img0741,2025-05-16,enfermo,roya_nivel_2
f2p2img0742,2025-05-16,enfermo,roya_nivel_4
f2p2img0743,2025-05-16,saludable,saludable
f2p2img0744,2025-05-16,enfermo,roya_nivel_2
f2p2img0745,2025-05-16,saludable,saludable
f2p2img0746,2025-05-16,enfermo,roya_nivel_4
f2p2img0747,2025-05-16,saludable,saludable
f2p2img0748,2025-05-16,saludable,saludable
f2p2img0749,2025-05-16,enfermo,roya_nivel_2
f2p2img0750,2025-05-16,saludable,saludable
f2p2img0751,2025-05-16,enfermo,roya_nivel_2
f2p2img0752,2025-05-16,enfermo,roya_nivel_3
f2p2img0753,2025-05-16,saludable,saludable
f2p2img0754,2025-05-16,enfermo,roya_nivel_2
f2p2img0755,2025-05-16,saludable,saludable
f2p2img0756,2025-05-16,saludable,saludable
f2p2img0757,2025-05-16,enfermo,roya_nivel_2
f2p2img0758,2025-05-16,enfermo,roya_nivel_2
f2p2img0759,2025-05-16,saludable,saludable
f2p2img0760,2025-05-16,saludable,saludable
f2p2img0761,2025-05-16,enfermo,roya_nivel_2
f2p2img0762,2025-05-16,enfermo,roya_nivel_1
f2p2img0763,2025-05-16,saludable,saludable
f2p2img0764,2025-05-16,saludable,saludable
f2p2img0765,2025-05-16,enfermo,roya_nivel_1
f2p2img0766,2025-05-16,enfermo,roya_nivel_1
f2p2img0767,2025-05-16,saludable,saludable
f2p2img0768,2025-05-16,enfermo,roya_nivel_4
f2p2img0769,2025-05-16,saludable,saludable
f2p2img0770,2025-05-16,enfermo,roya_nivel_1
f2p2img0771,2025-05-16,enfermo,roya_nivel_1
f2p2img0772,2025-05-16,enfermo,roya_nivel_3
f2p2img0773,2025-05-16,saludable,saludable
f2p2img0774,2025-05-16,saludable,saludable
f2p2img0775,2025-05-16,enfermo,roya_nivel_3
f2p2img0776,2025-05-16,enfermo,roya_nivel_1
f2p2img0777,2025-05-17,saludable,saludable
f2p2img0778,2025-05-17,saludable,saludable
f2p2img0779,2025-05-17,enfermo,roya_nivel_1
f2p2img0780,2025-05-17,saludable,saludable
f2p2img0781,2025-05-17,enfermo,roya_nivel_1
f2p2img0782,2025-05-17,saludable,saludable
f2p2img0783,2025-05-17,enfermo,roya_nivel_4
f2p2img0784,2025-05-17,saludable,saludable
f2p2img0785,2025-05-17,enfermo,roya_nivel_2
f2p2img0786,2025-05-17,enfermo,roya_nivel_1
f2p2img0787,2025-05-17,saludable,saludable
f2p2img0788,2025-05-17,enfermo,roya_nivel_2
f2p2img0789,2025-05-17,saludable,saludable
f2p2img0790,2025-05-17,saludable,saludable
f2p2img0791,2025-05-17,saludable,saludable
f2p2img0792,2025-05-17,enfermo,roya_nivel_2
f2p2img0793,2025-05-17,enfermo,roya_nivel_1
f2p2img0794,2025-05-17,saludable,saludable
f2p2img0795,2025-05-17,enfermo,roya_nivel_2
f2p2img0796,2025-05-17,enfermo,roya_nivel_2
f2p2img0797,2025-05-17,saludable,saludable
f2p2img0798,2025-05-17,enfermo,roya_nivel_2
f2p2img0799,2025-05-17,saludable,saludable
f2p2img0800,2025-05-17,saludable,saludable
f2p2img0801,2025-05-17,enfermo,roya_nivel_1
f2p2img0802,2025-05-17,saludable,saludable
f2p2img0803,2025-05-17,enfermo,roya_nivel_1
f2p2img0804,2025-05-17,saludable,saludable
f2p2img0805,2025-05-17,saludable,saludable
f2p2img0806,2025-05-17,enfermo,roya_nivel_1
f2p2img0807,2025-05-17,enfermo,roya_nivel_1
f2p2img0808,2025-05-17,saludable,saludable
f2p2img0809,2025-05-17,saludable,saludable
f2p2img0810,2025-05-17,saludable,saludable
f2p2img0811,2025-05-17,enfermo,roya_nivel_2
f2p2img0812,2025-05-17,saludable,saludable
f2p2img0813,2025-05-17,saludable,saludable
f2p2img0814,2025-05-17,saludable,saludable
f2p2img0815,2025-05-17,enfermo,roya_nivel_1
f2p2img0816,2025-05-17,enfermo,roya_nivel_3
f2p2img0817,2025-05-17,enfermo,roya_nivel_1
f2p2img0818,2025-05-17,saludable,saludable
f2p2img0819,2025-05-17,saludable,saludable
f2p2img0820,2025-05-17,enfermo,roya_nivel_3
f2p2img0821,2025-05-17,enfermo,roya_nivel_1
f2p2img0822,2025-05-17,saludable,saludable
f2p2img0823,2025-05-17,saludable,saludable
f2p2img0824,2025-05-17,saludable,saludable
f2p2img0825,2025-05-17,enfermo,roya_nivel_1
f2p2img0826,2025-05-18,saludable,saludable
f2p2img0827,2025-05-18,saludable,saludable
f2p2img0828,2025-05-18,enfermo,roya_nivel_1
f2p2img0829,2025-05-18,saludable,saludable
f2p2img0830,2025-05-18,enfermo,roya_nivel_1
f2p2img0831,2025-05-18,saludable,saludable
f2p2img0832,2025-05-18,saludable,saludable
f2p2img0833,2025-05-18,enfermo,roya_nivel_1
f2p2img0834,2025-05-18,saludable,saludable
f2p2img0835,2025-05-18,enfermo,roya_nivel_1
f2p2img0836,2025-05-18,saludable,saludable
f2p2img0837,2025-05-18,enfermo,roya_nivel_1
f2p2img0838,2025-05-18,saludable,saludable
f2p2img0839,2025-05-18,enfermo,roya_nivel_1
f2p2img0840,2025-05-18,enfermo,roya_nivel_1
f2p2img0841,2025-05-18,saludable,saludable
f2p2img0842,2025-05-18,enfermo,roya_nivel_2
f2p2img0843,2025-05-18,saludable,saludable
f2p2img0844,2025-05-18,saludable,saludable
f2p2img0845,2025-05-18,enfermo,roya_nivel_1
f2p2img0846,2025-05-18,saludable,saludable
f2p2img0847,2025-05-18,enfermo,roya_nivel_1
f2p2img0848,2025-05-18,saludable,saludable
f2p2img0849,2025-05-18,saludable,saludable
f2p2img0850,2025-05-18,enfermo,roya_nivel_1
f2p2img0851,2025-05-18,saludable,saludable
f2p2img0852,2025-05-18,enfermo,roya_nivel_1
f2p2img0853,2025-05-18,enfermo,roya_nivel_1
f2p2img0854,2025-05-18,saludable,saludable
f2p2img0855,2025-05-18,enfermo,roya_nivel_1
f2p2img0856,2025-05-18,saludable,saludable
f2p2img0857,2025-05-18,enfermo,roya_nivel_1
f2p2img0858,2025-05-18,saludable,saludable
f2p2img0859,2025-05-18,enfermo,roya_nivel_1
f2p2img0860,2025-05-18,enfermo,roya_nivel_1
f2p2img0861,2025-05-18,saludable,saludable
f2p2img0862,2025-05-18,enfermo,roya_nivel_1
f2p2img0863,2025-05-18,saludable,saludable
f2p2img0864,2025-05-18,enfermo,roya_nivel_1
f2p2img0865,2025-05-18,saludable,saludable
f2p2img0866,2025-05-18,saludable,saludable
f2p2img0867,2025-05-18,enfermo,roya_nivel_1
f2p2img0868,2025-05-18,saludable,saludable
f2p2img0869,2025-05-18,enfermo,roya_nivel_1
f2p2img0870,2025-05-18,saludable,saludable
f2p2img0871,2025-05-18,enfermo,roya_nivel_1
f2p2img0872,2025-05-18,enfermo,roya_nivel_1
f2p2img0873,2025-05-18,enfermo,roya_nivel_1
f2p2img0874,2025-05-18,enfermo,roya_nivel_1
f2p2img0875,2025-05-19,enfermo,roya_nivel_1
f2p2img0876,2025-05-19,saludable,saludable
f2p2img0877,2025-05-19,enfermo,roya_nivel_1
f2p2img0878,2025-05-19,saludable,saludable
f2p2img0879,2025-05-19,enfermo,roya_nivel_1
f2p2img0880,2025-05-19,saludable,saludable
f2p2img0881,2025-05-19,saludable,saludable
f2p2img0882,2025-05-19,enfermo,roya_nivel_1
f2p2img0883,2025-05-19,saludable,saludable
f2p2img0884,2025-05-19,saludable,saludable
f2p2img0885,2025-05-19,saludable,saludable
f2p2img0886,2025-05-19,saludable,saludable
f2p2img0887,2025-05-19,saludable,saludable
f2p2img0888,2025-05-19,enfermo,roya_nivel_1
f2p2img0889,2025-05-19,saludable,saludable
f2p2img0890,2025-05-19,enfermo,roya_nivel_1
f2p2img0891,2025-05-19,enfermo,roya_nivel_1
f2p2img0892,2025-05-19,saludable,saludable
f2p2img0893,2025-05-19,enfermo,roya_nivel_1
f2p2img0894,2025-05-19,saludable,saludable
f2p2img0895,2025-05-19,enfermo,roya_nivel_1
f2p2img0896,2025-05-19,enfermo,roya_nivel_1
f2p2img0897,2025-05-19,enfermo,roya_nivel_1
f2p2img0898,2025-05-19,enfermo,roya_nivel_1
f2p2img0899,2025-05-19,saludable,saludable
f2p2img0900,2025-05-19,saludable,saludable
f2p2img0901,2025-05-19,saludable,saludable
f2p2img0902,2025-05-19,saludable,saludable
f2p2img0903,2025-05-19,enfermo,roya_nivel_3
f2p2img0904,2025-05-19,saludable,saludable
f2p2img0905,2025-05-19,enfermo,roya_nivel_3
f2p2img0906,2025-05-19,saludable,saludable
f2p2img0907,2025-05-19,enfermo,roya_nivel_2
f2p2img0908,2025-05-19,enfermo,roya_nivel_1
f2p2img0909,2025-05-19,enfermo,roya_nivel_1
f2p2img0910,2025-05-19,enfermo,roya_nivel_1
f2p2img0911,2025-05-19,saludable,saludable
f2p2img0912,2025-05-19,enfermo,roya_nivel_3
f2p2img0913,2025-05-19,saludable,saludable
f2p2img0914,2025-05-19,enfermo,roya_nivel_2
f2p2img0915,2025-05-19,enfermo,roya_nivel_1
f2p2img0916,2025-05-19,saludable,saludable
f2p2img0917,2025-05-20,enfermo,roya_nivel_1
f2p2img0918,2025-05-20,saludable,saludable
f2p2img0919,2025-05-20,enfermo,roya_nivel_1
f2p2img0920,2025-05-20,saludable,saludable
f2p2img0921,2025-05-20,enfermo,roya_nivel_1
f2p2img0922,2025-05-20,saludable,saludable
f2p2img0923,2025-05-20,saludable,saludable
f2p2img0924,2025-05-20,enfermo,roya_nivel_2
f2p2img0925,2025-05-20,saludable,saludable
f2p2img0926,2025-05-20,enfermo,roya_nivel_2
f2p2img0927,2025-05-20,saludable,saludable
f2p2img0928,2025-05-20,enfermo,roya_nivel_1
f2p2img0929,2025-05-20,saludable,saludable
f2p2img0930,2025-05-20,enfermo,roya_nivel_1
f2p2img0931,2025-05-20,enfermo,roya_nivel_3
f2p2img0932,2025-05-20,saludable,saludable
f2p2img0933,2025-05-20,enfermo,roya_nivel_3
f2p2img0934,2025-05-20,saludable,saludable
f2p2img0935,2025-05-20,saludable,saludable
f2p2img0936,2025-05-20,enfermo,roya_nivel_1
f2p2img0937,2025-05-20,saludable,saludable
f2p2img0938,2025-05-20,saludable,saludable
f2p2img0939,2025-05-20,saludable,saludable
f2p2img0940,2025-05-20,enfermo,roya_nivel_1
f2p2img0941,2025-05-20,saludable,saludable
f2p2img0942,2025-05-20,enfermo,roya_nivel_1
f2p2img0943,2025-05-20,enfermo,roya_nivel_2
f2p2img0944,2025-05-20,saludable,saludable
f2p2img0945,2025-05-20,enfermo,roya_nivel_2
f2p2img0946,2025-05-20,saludable,saludable
f2p2img0947,2025-05-20,saludable,saludable
f2p2img0948,2025-05-20,enfermo,roya_nivel_2
f2p2img0949,2025-05-20,saludable,saludable
f2p2img0950,2025-05-20,enfermo,roya_nivel_3
f2p2img0951,2025-05-20,saludable,saludable
f2p2img0952,2025-05-20,enfermo,roya_nivel_1
f2p2img0953,2025-05-20,saludable,saludable
f2p2img0954,2025-05-20,enfermo,roya_nivel_1
